object_0	object_1	answer	labels
Avaya	Huawei	The company enjoys high levels of authorisation from such vendors as Alcatel, APC, Avaya, Cisco Systems, EMC, FSC, HP, Huawei, IBM, Microsoft, Oracle, SAP, Siemens and others.	0
golf	basketball	Either golf or basketball.	0
Google	IBM	Eventually, that is exactly what people will do - leave ... If companies were countries they would realise that even with national disagreements it is better to have co-operation and respective free trade, Apple is acting like North Korea or Iran and being totally xenophobic ... As the next generation of devices they produce have no hardware from Samsung, no software from Google or Microsoft, all they need to do now is piss off Facebook, Valve and IBM and we could see a truely desolate future for Apple.	0
milk	soda	Use empty, clean plastic milk jugs and 2-liter soda bottles or blue ice from your picnic cooler to keep your food cold.	0
Ibuprofen	Advil	MixÂ Ibuprofen (Advil) and water into a paste and put it on rips to make them feel better.	0
Mercedes-Benz	Audi	Add the letters AMG to a Mercedes-Benz, M to a BMW or S to an Audi and driving enthusiasts will expect cars that go faster, handle tighter and steer quicker than their non-letter counterparts.	0
psp	wii	It's better than the psp and wii, plus I always find that 3D seems to make resolutions better than it would look in 2D.	0
carolina	pennsylvania	In North carolina and pennsylvania specimens, the prothoracic tubercles generally are better developed, the mesothoracic ones less so.	0
Nike	Adidas	On the topic of speedhooks vs. eyelets, I must say Alden uses terrible hardware and also has worse finishing (on the hardware) than any other pair of shoes I own - this includes Nike, Adidas, and department store brand dress shoes.	0
NetBeans	Eclipse	WHat if Im using NetBeans/Eclipse?	0
Motrin	Advil	Motrin, Advil, Ibuprofen, Aleve, Celebrex): Stop 48 hours before surgery.	0
rubber	concrete	These are the nicest rubber tees I have ever played on, probably even better than concrete.	2
MySQL	Oracle	MySQL / Oracle.	0
Sed	AWK	I tend to like using the UNIX tools like cut, Sed and AWK better as well because I'm much more familiar with them.	0
iphone	ipod	Seamless Enjoyment with Superior iphone and ipod Connectivity	0
Windows XP	Windows Vista	Windows XP and Ubuntu run better than Windows Vista on the small CPU and small RAM of these computers.	2
paint	pen	Verdict is that your better off with a paint pen.	0
amazon	google	In fact, amazon did poorly in google overall in general.	0
michigan	georgia	Additionally, over the past year, seven states equaled or grew faster than the nation as a whole, including Nevada , California , Oregon , michigan , georgia , Arizona and Florida .	0
football	basketball	Cincinnati has decent football and basketball.	0
Java	Ruby	C++, Java, Ruby, Python, etc.	0
MySQL	Oracle	Re: MySQL to Oracle	0
baseball	football	Now we get their mediocre basketball and baseball teams but not their historic football team.	0
Java	Perl	A Java or Perl guru (unlike me) could do some fancy things to make this even easier.	0
Windows Vista	Windows XP	Driver suppport for Windows Vista x64 and Windows 7 x64 is certainly much better than it was for Windows XP x64 Edition.	2
OpenGL	Direct3D	"MrSeb writes ""In a twist that reinforces Valve's distaste for Windows 8, it turns out that the Source engine - the 3D engine that powers Half Life 2, Left 4 Dead, and Dota 2 - runs faster on Ubuntu 12.04 and OpenGL (315 fps) than Windows 7 and DirectX/Direct3D (270.6 fps); almost a 20% speed-up."	2
Toyota	Honda	Toyota and Honda outsell Ford	0
IBM	Dell	Fusion-io was the vendor of choice for solid-state in servers, followed by IBM, HP, Oracle and Dell.	0
Amazon	Google	Yes, most likely Amazon, Google, et al., have far better security that your small business.	0
Groovy	Java	The thing is that when I look at Ruby, or maybe Groovy or Scala is even better since they're closer to Java, these languages have sets of features that support each other.	3
lacrosse	hockey	I didnt say lacrosse is not exciting, i saw some preview and is quite intense, much better than hockey.	2
BMW	Ford	"Don't get me wrong, i know it's a ""Me Too"" model in a rather crowded market (BMW, Ford, VW, Vauxhall, Toyota, Honda, Nissan all have small SUVs - and they're the ones i thought of immediately without giving it any decent thought)."	0
Renault	Ferrari	However, Renault and Ferrari are not to be discarded.	0
Python	Java	I would have expected Python to be slower than Java, but apparently that is not the case.	2
Java	Python	exception finally cleanup(old Java, c#, Python, as a backup/more flexible pattern in various languages with exceptions)(a bit verbose but nicer then the previous 2)	0
Windows 8	Windows 7	What can Windows 8 do for me that Windows 7 cannot do better already?	3
Ford	Nissan	And while the 2012 Smart Fortwo returns adequate fuel economy figures, slightly larger 5-seat competitors like the Ford Fiesta , Kia Rio and the Nissan Versa deliver comparable fuel efficiency and superior driving characteristics for a similar price.	0
Samsung	Toshiba	SanDisk, Seagate Technology, Western Digital, Samsung, Toshiba and Fujitsu have been making most of the solid-state disk headlines lately.	0
wii	psp	Holly Valance : I'm learning to get better at the wii, and I've got a 360 and a psp.	0
hockey	football	hockey and football players are known to hit harder now that they have more and better armour.	0
Python	Java	Eh? I wouldn't say Python would be faster than Java in terms of	0
OpenGL	Direct3D	I doubt IHVs are suddenly going to stop shipping decent ICDs, so games can keep running OGL regardless; the question will only be whether the experience under Avalon is compromised.It will surely affect games, as this forces most developers (who stayed with OpenGL) to unwillingly embrace Direct3D, just to avoid the thought of a performance hit under Vista (regardless of desktop environment).	0
Advil	Ibuprofen	But on the 3-4 days when I was expecting to start those irritable WD's, I didn't and I started feeling better, so I continued to stay away from both the oxy and subox and 16 days later, I'm feeling great mentally and emotionally, but of course that pain is still in my body and I'm treating that pain with just a lot of Advil and Ibuprofen.	0
minivan	suv	Fits almost any car, minivan or suv.	0
Sony	Amazon	Without vastly superior selection, there's very little to reccomend Netflix streaming over say Showtime Direct or HBO In Home or Sony Streamflix by Amazon or whatever else is going to be out there.	0
Apple	Intel	When Apple said that the G5s were faster than Intel it was a comparison to Prescotts .	2
Direct3D	OpenGL	the Direct3D 10/11 APIs are vastly better than OpenGL and can be supported with orders of magnitude less code and development time	2
plywood	lumber	plywood or solid lumber to 3-1/4 in.	0
cement	concrete	Solid black cement/ concrete FireBalls , & Fire Clay Rocks .	0
Toyota	Honda	Toyota and Honda have bailed.	0
Pepsi	Coca-Cola	Our Sources tell us that Pepsi felt that Lynxxx who spent the better part of 2011 Touring and doing TV/Radio interviews has been career dead for just too long and this is affecting their brand presence in Nigeria which is currently controlled by arch rival Coca-Cola.	3
harvard	stanford	Remember that most people DON'T go to harvard or stanford, and they still lead decent lives.	0
Perl	Ruby	So guess what, I now know Perl a lot better than Ruby.	2
Lexus	Cadillac	weight gain, the new 535i will accelerate from 0 to 60 mph in 5.7 seconds, BMW estimates-about a second faster than Daimler-Benz's ( DAI:GR ) Mercedes ES 350 , the Lexus ES 350, the Cadillac CTS Premium, and the BMW 528i.	0
Perl	Python	Still Perl is faster, but Java is not worse than other languages like Python.	0
Samsung	Motorola	HTC - Samsung - LG - Motorola - APPLE	0
Ruby	Python	Ruby isn't (in my observation) too much slower than Perl, Python or PHP.	3
Advil	Motrin	Advil Aleve Bayer Aspirin Ecotrin Excedrin Motrin	0
reagan	kennedy	What if Ronald reagan had worn Ivy better than Jack kennedy?	2
truck	bus	She also wants a centralized drug-testing registry for truck drivers to keep the highways safer and enhanced penalties for drugs or weapons at school bus stops.	0
stanford	harvard	I also hate that stanford combines the smugness of harvard with the smugness of Californians bragging about their superior produce.	0
hockey	football	Comments: I purchased 3 decent boxes 1 hockey, 1 football, 1 baseball.	0
hockey	basketball	hockey is a far better sport then basketball IMO.	2
truck	motorcycle	I owned a car, truck, and motorcycle, and lived in a decent apartment without roommates.	0
oregon	california	In the New World, good success has been achieved in oregon and cooler areas of california.	0
mit	harvard	Educated mit; harvard.	0
iOS	Apple TV	Ubisoft, EA, and Rockstar already develop for iOS, and you'd better believe that they'd develop for Apple TV.	0
Microsoft	Sony	Even with the current console offerings from Microsoft and Sony , consoles are technologically inferior to pc's in practicallly all ways .	0
Nokia	Motorola	Nokia OY, Motorola Inc., Mitsubishi...	0
aluminum	steel	"It's light as aluminum, but harder than steel,"" he said."	0
Toyota	BMW	According to Mike Watson, Lexus product education manager, University of Toyota (Torrance, CA), the coefficient of drag is equal to that of the Mercedes E-class and is better than the BMW 5 Series by two points.	2
psp	wii	I have done a decent amount of psp hacking but now i am looking to dive into the wii.	0
football	golf	Unlike basketball or football, practicing golf on a decent course often requires membership to a country club.	0
ps2	ds	honestly the ps3 and xbox360 were both mediocre to me and it takes both of them pooling their games to keep my interest compared to the monsters that the ps2 and ds were.	0
Oracle	PostgreSQL	I was also surprised at how robust the query planner and optimizers are compared to Oracle when our performance testing found PostgreSQL to be faster.	3
Java	Smalltalk	Java, Smalltalk, and Scheme pass this test as well.	0
Advil	Motrin	Ibuprofen (Advil, Motrin, generics)	0
virginia	oregon	The losses came to the likes of virginia, Iowa State, oregon State, UCLA and Arizona State - all solid programs, but none at peak form just now.	0
restaurant	cafe	Superior rooms Deluxe Room Business Deluxe Room Amour & Symphony Suite Business Center restaurant & cafe.	0
ps2	psp	Also while you're at it, make a ps2 guide, the compatability is better than psp, and games are easier to Rip.	2
youtube	itunes	It's gotten better with youtube, but Kreva's itunes page is bare except for his collaboration with Miyavi.	2
plastic	wood	No plastic in the mechanism, Solid wood.	0
Toshiba	Samsung	Uniformity: It is here is where the otherwise superior Toshiba E220 falls apart in relation to the Samsung E550.	3
